,,DISTRIBUTION OF FEDERAL PELL GRANT RECIPIENTS ,,,,,
,,BY TYPE AND CONTROL OF INSTITUTION,,,,,
,,AWARD YEAR 2016-2017,,,,,
,,,,,,,
,OPE_ID,INSTITUTION NAME,INSTITUTION CITY,INSTITUTION STATE,INSTITUTION TYPE AND CONTROL, TOTAL AWARDS , TOTAL RECIPIENTS 
,128100,WILLIAM JESSUP UNIVERSITY,ROCKLIN,CA,Private 4 Year,"$2,229,631 ",545
,128200,SAN JOSE CITY COLLEGE,SAN JOSE,CA,Public 2 Year,"$6,174,612 ","1,813"
,128400,SANTA ANA COLLEGE,SANTA ANA,CA,Public 4 Year,"$14,195,743 ","4,035"
,128500,SANTA BARBARA CITY COLLEGE,SANTA BARBARA,CA,Public 2 Year,"$14,788,695 ","4,086"
,128600,SANTA MONICA COLLEGE,SANTA MONICA,CA,Public 4 Year,"$26,640,247 ","7,656"
,128700,SANTA ROSA JUNIOR COLLEGE,SANTA ROSA,CA,Public 2 Year,"$12,351,793 ","3,597"
,128900,SHASTA COLLEGE,REDDING,CA,Public 4 Year,"$13,106,519 ","3,745"
,129000,SIERRA COLLEGE,ROCKLIN,CA,Public 2 Year,"$19,928,787 ","5,722"
,129100,SIMPSON UNIVERSITY,REDDING,CA,Private 4 Year,"$2,059,463 ",515
,129200,SOLANO COMMUNITY COLLEGE,FAIRFIELD,CA,Public 4 Year,"$7,324,501 ","2,256"
,129300,VANGUARD UNIVERSITY OF SOUTHERN CA,COSTA MESA,CA,Private 4 Year,"$3,834,579 ",899
,129400,SOUTHWESTERN COLLEGE,CHULA VISTA,CA,Public 2 Year,"$25,395,023 ","6,742"
,130200,SAINT MARY'S COLLEGE OF CALIFORNIA,MORAGA,CA,Private 4 Year,"$2,913,541 ",696
,130500,STANFORD UNIVERSITY,STANFORD,CA,Private 4 Year,"$4,784,752 ","1,068"
,130700,FRESNO CITY COLLEGE,FRESNO,CA,Public 2 Year,"$32,687,327 ","9,737"
,130800,REEDLEY COLLEGE,REEDLEY,CA,Public 2 Year,"$16,131,852 ","4,442"
,130900,TAFT COLLEGE,TAFT,CA,Public 2 Year,"$4,557,616 ","1,306"
,131200,"UNIVERSITY OF CALIFORNIA, BERKELEY",BERKELEY,CA,Public 4 Year,"$38,286,178 ","8,692"
,131300,UNIVERSITY OF CALIFORNIA-DAVIS,DAVIS,CA,Public 4 Year,"$52,199,446 ","11,480"
,131400,UNIVERSITY OF CALIFORNIA-IRVINE,IRVINE,CA,Public 4 Year,"$55,267,835 ","11,841"
,131500,UNIVERSITY OF CALIFORNIA (UCLA),LOS ANGELES,CA,Public 4 Year,"$50,407,489 ","11,146"
,131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE,RIVERSIDE,CA,Public 4 Year,"$52,242,278 ","11,472"
,131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO,LA JOLLA,CA,Public 4 Year,"$44,734,301 ","9,793"
,132000,UNIVERSITY OF CALIFORNIA-SANTA BARB,SANTA BARBARA,CA,Public 4 Year,"$37,155,696 ","8,100"
,132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,SANTA CRUZ,CA,Public 4 Year,"$30,813,190 ","6,883"
,132200,UNIVERSITY OF REDLANDS,REDLANDS,CA,Private 4 Year,"$3,809,245 ",957
,132500,UNIVERSITY OF SAN FRANCISCO,SAN FRANCISCO,CA,Private 4 Year,"$7,406,296 ","1,722"
,132600,SANTA CLARA UNIVERSITY,SANTA CLARA,CA,Private 4 Year,"$2,445,165 ",567
,132800,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,Private 4 Year,"$18,563,572 ","4,139"
,132900,UNIVERSITY OF THE PACIFIC,STOCKTON,CA,Private 4 Year,"$5,748,300 ","1,277"
,133400,VENTURA COLLEGE,VENTURA,CA,Public 2 Year,"$13,039,474 ","3,571"
,133500,VICTOR VALLEY COLLEGE,VICTORVILLE,CA,Public 2 Year,"$23,360,176 ","6,923"
,133800,WEST VALLEY COLLEGE,SARATOGA,CA,Public 2 Year,"$4,078,335 ","1,145"
,133900,CORBAN UNIVERSITY,SALEM,OR,Private 4 Year,"$1,486,194 ",366
,134100,WESTMONT COLLEGE,SANTA BARBARA,CA,Private 4 Year,"$1,015,101 ",242
,134200,WHITTIER COLLEGE,WHITTIER,CA,Private 4 Year,"$2,666,652 ",587
,134300,WOODBURY UNIVERSITY,BURBANK,CA,Private 4 Year,"$2,171,737 ",475
,134400,YUBA COLLEGE,MARYSVILLE,CA,Public 2 Year,"$9,974,314 ","3,058"
